first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,fighter_url
Gable,Steveson,,"5' 11""",249 lbs.,"74""",Orthodox,4,0,0,,http://ufcstats.com/fighter-details/f7e856a73c96048e
Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/27b1a406ac171b19
Darren,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0,,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/bb61823f76361297
Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1,,http://ufcstats.com/fighter-details/df5a77121ba84a5d
Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0,,http://ufcstats.com/fighter-details/2cf520143e76cd2e
Navajo,Stirling,,"6' 4""",205 lbs.,"79.0""",Orthodox,9,0,0,,http://ufcstats.com/fighter-details/b4b496ec2197ee3e
Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0,,http://ufcstats.com/fighter-details/cc3147b49c7d7d92
Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0,,http://ufcstats.com/fighter-details/4d25497994da569c
Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0,,http://ufcstats.com/fighter-details/a421465acbe59c77
Julija,Stoliarenko,,"5' 7""",125 lbs.,"66.0""",Orthodox,11,10,2,,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Dustin,Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,16,8,0,,http://ufcstats.com/fighter-details/71505842fb6455c3
Niklas,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0,,http://ufcstats.com/fighter-details/62f7097c04311193
Ken,Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0,,http://ufcstats.com/fighter-details/fbf0947399d14323
Ryan,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0,,http://ufcstats.com/fighter-details/8d477c3fbe001f9d
George,Stork,,"5' 10""",185 lbs.,--,,7,9,0,,http://ufcstats.com/fighter-details/61dd409cb40d1a55
Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,,http://ufcstats.com/fighter-details/5b5307450405abf0
Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/025f0b1b58fbad01
Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,,http://ufcstats.com/fighter-details/91181b29be041f1c
Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1,,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,,http://ufcstats.com/fighter-details/e1a4568fec1fc24f
Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0,,http://ufcstats.com/fighter-details/8c39367b53eadf8a
Gennaro,Strangis,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/495add4fbede0a44
Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,,http://ufcstats.com/fighter-details/980b4e712489098e
Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,,http://ufcstats.com/fighter-details/15347cd4cdf01b03
Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,,http://ufcstats.com/fighter-details/04f9fe830cf13482
Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,31,7,0,,http://ufcstats.com/fighter-details/0d8011111be000b2
Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0,,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,,http://ufcstats.com/fighter-details/601cf40c09090853
Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5
Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,,http://ufcstats.com/fighter-details/d30415ec5e8783cd
Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,13,1,0,,http://ufcstats.com/fighter-details/b08012bbe542592a
Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,,http://ufcstats.com/fighter-details/3a7513372f79c8c8
Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/b160e4f251283d70
Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,,http://ufcstats.com/fighter-details/8215e4fe24e8e81b
Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd
Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,,http://ufcstats.com/fighter-details/b205d4f2ff44bc89
,Sulangrangbo,,"5' 9""",135 lbs.,"66.0""",Southpaw,10,4,0,,http://ufcstats.com/fighter-details/1dd1a3aacde66f72
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,,http://ufcstats.com/fighter-details/6c7e25571490aa3b
Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,,http://ufcstats.com/fighter-details/7aa88401f93ce836
Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,,http://ufcstats.com/fighter-details/fe1fdc6be470f773
Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5
,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,19,7,0,,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,,http://ufcstats.com/fighter-details/6d537248fe7cccf1
Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,,http://ufcstats.com/fighter-details/22af3546bd967280
Baisangur,Susurkaev,The Real Hunter,"6' 2""",185 lbs.,"79.0""",Orthodox,12,0,0,,http://ufcstats.com/fighter-details/d1feea7a4bdcd503
Louie,Sutherland,Vanilla Gorilla,"6' 3""",264 lbs.,"76.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/cdb7b38b1b357f26
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/cc5834a495d1ea08
Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,,http://ufcstats.com/fighter-details/556347e2b0e33979
Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0,,http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Takaya,Suzuki,,--,125 lbs.,--,,7,1,0,,http://ufcstats.com/fighter-details/81d59c1e07478361
Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,,http://ufcstats.com/fighter-details/bcad7223af3c19da
Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,,http://ufcstats.com/fighter-details/cc39185f2d7d89e4
Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,31,14,0,,http://ufcstats.com/fighter-details/d247691a6c0e9034
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,,http://ufcstats.com/fighter-details/9fe85152f351e737
Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,,http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Oumar,Sy,,"6' 4""",205 lbs.,"83""",Orthodox,12,2,0,,http://ufcstats.com/fighter-details/46e2011d92463b7e
Klaudia,Sygula,,"5' 8""",135 lbs.,"69""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/9f5e3c20ce40b344
Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/abd2109bc4cb0291
Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,,http://ufcstats.com/fighter-details/9094a881a7513de3
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,,http://ufcstats.com/fighter-details/87b7df65c30008c4
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,,http://ufcstats.com/fighter-details/2a542ee8a8b83559
Kevin,Szaflarski,,"6' 5""",260 lbs.,"77.0""",Orthodox,11,2,0,,http://ufcstats.com/fighter-details/d2d05dda5f887f87
Sebastian,Szalay,Seb,"5' 6""",145 lbs.,"66.0""",Orthodox,10,2,0,,http://ufcstats.com/fighter-details/f201f21cf2c79eb2
Bartosz,Szewczyk,,"6' 4""",205 lbs.,"73.0""",Orthodox,8,3,1,,http://ufcstats.com/fighter-details/224050896306f00c
Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,,http://ufcstats.com/fighter-details/e7bc606d269896aa
Amber,Tackett,,--,115 lbs.,--,,1,3,0,,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,,http://ufcstats.com/fighter-details/f70144caea5c4c80
Albert,Tadevosyan,Albeezy,--,170 lbs.,--,,13,3,1,,http://ufcstats.com/fighter-details/6751b11102b6adfe
Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,7,5,0,,http://ufcstats.com/fighter-details/e13abac8089a801a
Junior,Tafa,The Juggernaut,"6' 3""",205 lbs.,"75.0""",Orthodox,7,5,0,,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0,,http://ufcstats.com/fighter-details/b4537562f88ac582
Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,,http://ufcstats.com/fighter-details/9bf126927843e184
Tatsuro,Taira,The Best,"5' 7""",125 lbs.,"70.0""",Orthodox,18,2,0,,http://ufcstats.com/fighter-details/4461d7e47375a895
Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,,http://ufcstats.com/fighter-details/8f5c8850b2484173
Taiyilake,Nueraji,Super Saiyan,"6' 2""",170 lbs.,"75.0""",Southpaw,12,1,0,,http://ufcstats.com/fighter-details/7498b3ac79a3b948
Ryo,Tajima,,--,135 lbs.,--,,10,3,0,,http://ufcstats.com/fighter-details/34fbfc3f65b64645
Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,,http://ufcstats.com/fighter-details/a25b71fe5e31fa97
Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,,http://ufcstats.com/fighter-details/6420efac0578988b
Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,,http://ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,,http://ufcstats.com/fighter-details/4f74c8be51db8a37
Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,,http://ufcstats.com/fighter-details/d856a0080ac09ed7
Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,,http://ufcstats.com/fighter-details/a7724f51e32e763e
Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,,http://ufcstats.com/fighter-details/1dc56b59cb28425d
Payton,Talbott,,"5' 10""",135 lbs.,"70""",Switch,11,1,0,,http://ufcstats.com/fighter-details/6e743a33d56bdaa4
Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Murtaza,Talha,,"6' 0""",205 lbs.,"74.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/6aab5c20395ee722
Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,,http://ufcstats.com/fighter-details/eaa0a728cc91ef60
Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,,http://ufcstats.com/fighter-details/bfd4d50591033a1f
Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,,http://ufcstats.com/fighter-details/30e8b4505f5ccf92
Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,,http://ufcstats.com/fighter-details/c95fbc085e17a532
Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,,http://ufcstats.com/fighter-details/57bf89d42364d39e
Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,,http://ufcstats.com/fighter-details/ad3041e61896b975
Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,,http://ufcstats.com/fighter-details/1bf49bf829964144
Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/64788ee44b062ded
Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Kasey,Tanner,,"5' 7""",135 lbs.,"69.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/078b732efa497f49
Otari,Tanzilovi,,"5' 10""",135 lbs.,"70.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/b9124c308671e303
Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1,,http://ufcstats.com/fighter-details/0eec866a077889f0
Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0,,http://ufcstats.com/fighter-details/37ac9e0f4fc86171
Regina,Tarin,Kill Bill,"5' 7""",125 lbs.,"66""",Southpaw,8,0,0,,http://ufcstats.com/fighter-details/9f5609dba6584ab2
Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,20,10,0,,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Aaron,Tau,Tauzemup,"5' 4""",125 lbs.,"66.0""",Switch,11,1,0,,http://ufcstats.com/fighter-details/7abf7f8778472b7b
Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0,,http://ufcstats.com/fighter-details/ef927e4fe2117ab8
Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1,,http://ufcstats.com/fighter-details/8a59d346dc976a10
Jeremy,Tavares,,--,135 lbs.,--,,1,6,0,,http://ufcstats.com/fighter-details/681d07e328798ec0
Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,21,13,0,,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Ramon,Taveras,The Savage,"5' 8""",145 lbs.,"70.0""",Southpaw,10,4,0,,http://ufcstats.com/fighter-details/c5ccd878231c5407
Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,,http://ufcstats.com/fighter-details/9b74de674c355425
Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0,,http://ufcstats.com/fighter-details/dd992d569aaebee6
Torrance,Taylor,,"5' 7""",155 lbs.,--,,13,8,1,,http://ufcstats.com/fighter-details/88e53ec16b801740
Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0,,http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,,http://ufcstats.com/fighter-details/637a4d8825464c62
Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,,http://ufcstats.com/fighter-details/17c6e35e4da505b0
James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0,,http://ufcstats.com/fighter-details/f5431394fb284bb9
Cam,Teague,Chaos,"5' 10""",145 lbs.,"69.0""",Orthodox,9,2,0,,http://ufcstats.com/fighter-details/b47c9ea5f2895d6e
Shawn,Teed,,"6' 5""",265 lbs.,--,Orthodox,5,2,0,,http://ufcstats.com/fighter-details/5bb70ebd65075c5c
Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,33,9,0,,http://ufcstats.com/fighter-details/7ff97850e8c32bda
John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21,2,2,,http://ufcstats.com/fighter-details/86061eaba822bfea
Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,,http://ufcstats.com/fighter-details/de9e331b3e6bae70
Tallison,Teixeira,Xicao,"6' 7""",258 lbs.,"83.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/17923f676f100e16
Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Ramazan,Temirov,Temurlan,"5' 4""",125 lbs.,"63""",Orthodox,20,3,0,,http://ufcstats.com/fighter-details/7d0a1968b38ca439
Taneisha,Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/87911d22a79d3203
Herman,Terrado,,--,170 lbs.,--,,15,3,1,,http://ufcstats.com/fighter-details/61d6368013f8637f
Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,7,0,,http://ufcstats.com/fighter-details/b9aa0024f295609e
David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,,http://ufcstats.com/fighter-details/4123fd4dcc1fe937
James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19,9,0,,http://ufcstats.com/fighter-details/5befa793316d3469
Jeff,Terry,,"6' 2""",205 lbs.,--,,2,3,0,,http://ufcstats.com/fighter-details/60f86c449cd31e23
David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,,http://ufcstats.com/fighter-details/2747c60e42d9d75f
Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0,,http://ufcstats.com/fighter-details/fbf0537e420e698e
Motonobu,Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28,12,7,,http://ufcstats.com/fighter-details/d34636a85f0f4c90
Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/f0264252e191da22
Alexia,Thainara,Burguesinha,"5' 4""",115 lbs.,"67.0""",Orthodox,14,1,0,,http://ufcstats.com/fighter-details/545092d13c67aa49
Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,,http://ufcstats.com/fighter-details/638cfec7ec559d6e
Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0,,http://ufcstats.com/fighter-details/34f88592c0ab7a54
Nik,Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,,http://ufcstats.com/fighter-details/ca936c67687789e9
Paulo,Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0,,http://ufcstats.com/fighter-details/30a09e43f15f1d75
Colby,Thicknesse,Slickness,"5' 7""",135 lbs.,"69.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/ed7d329d7c29428d
Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26,9,0,,http://ufcstats.com/fighter-details/40a604761ca7d64d
Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20,8,0,,http://ufcstats.com/fighter-details/b732b326c362fb62
Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,,http://ufcstats.com/fighter-details/319c15b8aac5bfde
Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,2,0,,http://ufcstats.com/fighter-details/2b33e57c4d0a4502
Treston,Thomison,,"5' 8""",145 lbs.,--,,10,6,0,,http://ufcstats.com/fighter-details/ed5f04f833459877
Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20,16,0,,http://ufcstats.com/fighter-details/9e30f69cc0869301
Oli,Thompson,,"6' 1""",242 lbs.,"75.0""",Orthodox,17,10,0,,http://ufcstats.com/fighter-details/dcdd511ff757f15c
Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,17,9,1,,http://ufcstats.com/fighter-details/4a28cb716c19157a
Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,,http://ufcstats.com/fighter-details/a566371ba2ad7152
Isaac,Thomson,,"5' 10""",145 lbs.,"69.0""",,9,3,0,,http://ufcstats.com/fighter-details/5d8006587d6a6711
Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
Josh,Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,,http://ufcstats.com/fighter-details/083e15da67d9b0fa
Ti,Haitao,,--,135 lbs.,--,,16,6,0,,http://ufcstats.com/fighter-details/3848cd6cac73e091
Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,,http://ufcstats.com/fighter-details/75e5fec9f72910ef
Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,,http://ufcstats.com/fighter-details/1d1b85389a05df69
Nolan,Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,,http://ufcstats.com/fighter-details/9eb069062a0cfc13
Darren,Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,5,1,,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Brett,Tillis,,--,145 lbs.,--,,0,0,0,,http://ufcstats.com/fighter-details/7b461ccae8270207
Rio,Tirto,,"5' 4""",125 lbs.,"66.0""",Switch,8,1,0,,http://ufcstats.com/fighter-details/c830bc2eb134b646
Denis,Tiuliulin,,"6' 1""",185 lbs.,"77.0""",Orthodox,10,10,0,,http://ufcstats.com/fighter-details/0112352cb32f5026
Ryan,Tobar,,--,155 lbs.,--,,3,3,0,,http://ufcstats.com/fighter-details/57481f1f10530c61
Rafael,Tobias,Bipolar,"6' 2""",205 lbs.,"74.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/d6a8edb7410223a0
Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,,http://ufcstats.com/fighter-details/274ca7b799b402cc
Dusko,Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,13,6,0,,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
Tuco,Tokkos,,"6' 4""",205 lbs.,"76.0""",Orthodox,11,6,0,,http://ufcstats.com/fighter-details/3e8118c1ab52f211
Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,,http://ufcstats.com/fighter-details/2d5fbe2103f97053
Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,,http://ufcstats.com/fighter-details/679ae8c4fd022c6b
Anelya,Toktogonova,,--,115 lbs.,--,,6,1,1,,http://ufcstats.com/fighter-details/3a89481e3a9d47c0
Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
Puja,Tomar,Cyclone,"5' 4""",115 lbs.,"59.0""",Southpaw,9,5,0,,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,,http://ufcstats.com/fighter-details/8e893f269d5696b2
James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/d10b35152277cf98
Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,,http://ufcstats.com/fighter-details/9de7c97e1c0d7927
Carl,Toomey,,--,--,--,,3,3,0,,http://ufcstats.com/fighter-details/5ee87e0432205755
Ilia,Topuria,El Matador,"5' 7""",155 lbs.,"69.0""",Orthodox,17,1,0,,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Aleksandre,Topuria,El Conquistador,"5' 7""",135 lbs.,"68.0""",Orthodox,7,1,0,,http://ufcstats.com/fighter-details/4a6dff1b260bcf61
Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,,http://ufcstats.com/fighter-details/918d9d89d4d52acc
Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,,http://ufcstats.com/fighter-details/33b2f68ef95252e0
Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,,http://ufcstats.com/fighter-details/cce79e827569f26e
Haven,Torres,,--,125 lbs.,--,,0,0,0,,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
Alex,Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,,http://ufcstats.com/fighter-details/e175a261a280f7cb
Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/d2036f31c035e0d1
Desmond,Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/971aebf56267de20
Manuel,Torres,El Loco,"5' 10""",155 lbs.,"73.0""",Switch,17,3,0,,http://ufcstats.com/fighter-details/2e7878927067fdca
Justice,Torres,,"5' 7""",145 lbs.,"66.0""",Southpaw,12,4,0,,http://ufcstats.com/fighter-details/01762e1d4ff4dc51
Eduardo,Torres Caut,Cyborg,"5' 7""",135 lbs.,"70.0""",Orthodox,16,2,0,,http://ufcstats.com/fighter-details/c8d46028907bcece
Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
