first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,fighter_url
Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5,,http://ufcstats.com/fighter-details/b0c95dc8e858452c
Liudvik,Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1,,http://ufcstats.com/fighter-details/1a54231796e24a3f
Jack,Shore,Tank,"5' 8""",145 lbs.,"71.0""",Orthodox,17,3,0,,http://ufcstats.com/fighter-details/b8a85389d115e35a
Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1,,http://ufcstats.com/fighter-details/35cc17760b06f36d
Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1,,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0,,http://ufcstats.com/fighter-details/585f9ffdb0cd0466
Ronal,Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0,,http://ufcstats.com/fighter-details/762226efa2b01654
Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0,,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0,,http://ufcstats.com/fighter-details/cf772fb504842dc3
Serhiy,Sidey,,"5' 11""",135 lbs.,"72.0""",Switch,12,2,0,,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0,,http://ufcstats.com/fighter-details/d188a3b817860ec6
Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0,,http://ufcstats.com/fighter-details/3cf68c1d17f66af7
Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0,,http://ufcstats.com/fighter-details/9a08c2753184ac6d
Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0,,http://ufcstats.com/fighter-details/e091482fa6648261
Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0,,http://ufcstats.com/fighter-details/1f454354805b6f75
Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1,,http://ufcstats.com/fighter-details/a1f6999fe57236e0
Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0,,http://ufcstats.com/fighter-details/2924886ee9c4c527
Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0,,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59
Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19,12,3,,http://ufcstats.com/fighter-details/9211aae062b799d6
Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,14,12,0,,http://ufcstats.com/fighter-details/a1153013cb5f628f
Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0,,http://ufcstats.com/fighter-details/a6c32678efd4f434
Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,10,11,1,,http://ufcstats.com/fighter-details/53bb0d40905b87c0
Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1,,http://ufcstats.com/fighter-details/8349d55cdecd393a
Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,1,8,0,,http://ufcstats.com/fighter-details/2ba479b409011527
Erick,Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,,http://ufcstats.com/fighter-details/5866fc86183a9fb8
Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1,,http://ufcstats.com/fighter-details/159da492e000afbf
Claudio,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0,,http://ufcstats.com/fighter-details/6f7c616b98e18c29
Wagner,Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/fb79582c410d049e
Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0,,http://ufcstats.com/fighter-details/a31358d90d4bb40a
Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,14,6,0,,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/1b38a2b897f6209c
Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0,,http://ufcstats.com/fighter-details/b19aecbfbb5508cc
Bruno,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,15,8,2,,http://ufcstats.com/fighter-details/294aa73dbf37d281
Bruno,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,23,13,0,,http://ufcstats.com/fighter-details/12ebd7d157e91701
Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/002ca196477ce572
Jacob,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0,,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7
Natalia,Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,20,5,1,,http://ufcstats.com/fighter-details/262d32ebda89efc4
Jansey,Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/0d09efd31eb9fadf
Maria,Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/4408865b4e65e374
Karine,Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,19,7,0,,http://ufcstats.com/fighter-details/9d62c2d8ee151f08
Erik,Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/21b813b919776d90
Janaina,Silva,Jana-Iron-Hand,"5' 1""",115 lbs.,"60.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/4784a5b4a452464a
Jhonata,Silva,,"5' 5""",125 lbs.,"66.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/4e33534d1e036444
Jean,Silva,Lord,"5' 7""",145 lbs.,"69""",Orthodox,17,3,0,,http://ufcstats.com/fighter-details/52ef95b5860fb28c
Danny,Silva,El Puma,"5' 7""",145 lbs.,"69.0""",Switch,11,2,0,,http://ufcstats.com/fighter-details/d964a59c48381cb6
Frank,Silva,De Black,--,125 lbs.,--,,7,1,0,,http://ufcstats.com/fighter-details/79f60d34ad48d7a3
Samuel,Silva,Caveira,"6' 0""",155 lbs.,"72.0""",Orthodox,13,5,1,,http://ufcstats.com/fighter-details/04e0507b94014dbb
Douglas,Silva de Andrade,D Silva,"5' 7""",145 lbs.,"68.0""",Orthodox,29,7,0,,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Leonardo,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,4,0,,http://ufcstats.com/fighter-details/28e088bbcaaa6366
Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0,,http://ufcstats.com/fighter-details/f717b6002486f73f
Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0,,http://ufcstats.com/fighter-details/52ba464d9068d871
Sim,Kai Xiong,Kobra,"5' 6""",135 lbs.,"67.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/79e2cb1e813f881b
Jamey,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0,,http://ufcstats.com/fighter-details/f0fad0e9f3b65752
Ricky,Simon,,"5' 6""",135 lbs.,"69""",Orthodox,22,7,1,,http://ufcstats.com/fighter-details/5987b2458f4b5290
Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0,,http://ufcstats.com/fighter-details/d5f820c11a121050
Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24,14,1,,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
Marlon,Sims,,--,170 lbs.,--,,3,4,0,,http://ufcstats.com/fighter-details/9eedac48b497de5a
Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0,,http://ufcstats.com/fighter-details/57bad6a84230f0c9
Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0,,http://ufcstats.com/fighter-details/59c6d5af765df641
Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0,,http://ufcstats.com/fighter-details/265589bdd93e7ce5
Rob,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0,,http://ufcstats.com/fighter-details/3b65c9dd39741bc4
Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,,http://ufcstats.com/fighter-details/546015aa2ad945fd
Rana Rudra Pratap,Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",Orthodox,11,2,0,,http://ufcstats.com/fighter-details/254ed71756cfd18c
Kiran,Singh,Stubborn,"5' 1""",115 lbs.,"65.0""",Orthodox,7,4,0,,http://ufcstats.com/fighter-details/f985ca2370a37078
Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,,http://ufcstats.com/fighter-details/817e0bdf08efce2e
Mitchell,Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4,1,0,,http://ufcstats.com/fighter-details/71ef1111bf829b82
Gian,Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",Orthodox,19,5,0,,http://ufcstats.com/fighter-details/a46fdda658fee832
Jamie,Siraj,The Gremlin,"5' 7""",135 lbs.,"66.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/e6679e38e7fab7a8
Jeremia,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0,,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0,,http://ufcstats.com/fighter-details/fce9b4056a8ef559
Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0,,http://ufcstats.com/fighter-details/436cdea7bdfdc016
Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0,,http://ufcstats.com/fighter-details/44a1dd0ef4373edc
Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0,,http://ufcstats.com/fighter-details/4bd6b4800070b069
Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/caced97768818230
Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,10,11,0,,http://ufcstats.com/fighter-details/c337c3c85b1871e0
Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1,,http://ufcstats.com/fighter-details/9db861c26b63daa8
Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3,,http://ufcstats.com/fighter-details/80e6d71e14c1d356
Ray,Sloan,,"6' 1""",205 lbs.,--,,8,1,0,,http://ufcstats.com/fighter-details/a2d1d3d144fed708
Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24,8,2,,http://ufcstats.com/fighter-details/1979c80150f630c4
Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,14,0,,http://ufcstats.com/fighter-details/33e33d51f289d2a1
Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,17,0,,http://ufcstats.com/fighter-details/46c8ec317aff28ac
Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0,,http://ufcstats.com/fighter-details/3410cf010558dc8b
Eric,Smith,,--,--,--,Southpaw,1,1,0,,http://ufcstats.com/fighter-details/9114c8ded5ccd71d
Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,9,8,0,,http://ufcstats.com/fighter-details/f626aa1c85f8af03
David,Smith,,--,155 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/e955046551f8c7dd
Adam,Smith,,--,--,--,,0,3,0,,http://ufcstats.com/fighter-details/754968e325d6f60d
Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0,,http://ufcstats.com/fighter-details/ffee353f55e3aa2c
Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0,,http://ufcstats.com/fighter-details/f797f0c57a83353e
Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,38,22,0,,http://ufcstats.com/fighter-details/d4c9dcd330403612
Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0,,http://ufcstats.com/fighter-details/2e25c1d983c26311
Gilbert,Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0,,http://ufcstats.com/fighter-details/54ed8dc6f8c31207
Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,,http://ufcstats.com/fighter-details/76984112f697631f
Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0,,http://ufcstats.com/fighter-details/207773daeb4afa7b
Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/56709e66f1c6008f
Nate,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0,,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea
Braxton,Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0,,http://ufcstats.com/fighter-details/eaa9402e5a7990ad
Elijah,Smith,Swift,"5' 9""",135 lbs.,"71.0""",Orthodox,10,1,0,,http://ufcstats.com/fighter-details/7478b7f959ba61f5
Jacobe,Smith,Cobe,"5' 10""",170 lbs.,"72.0""",Southpaw,12,0,0,,http://ufcstats.com/fighter-details/85497ffd934ecf7e
Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,,http://ufcstats.com/fighter-details/625b65b45c1c6888
Justin,Smitley,,--,145 lbs.,--,,10,7,1,,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa
Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,,http://ufcstats.com/fighter-details/75afb06215a07341
Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/d2bc285ead803db0
Cameron,Smotherman,The Baby-Faced Killa,"5' 9""",135 lbs.,"69.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/5c84f673b7bb7c15
Shimon,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/1b0491ef0f9c965e
Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,,http://ufcstats.com/fighter-details/f75c5ca0d91b9115
Devin,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0,,http://ufcstats.com/fighter-details/7684c8137b4545ba
Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0,,http://ufcstats.com/fighter-details/03b1e846b09f721d
Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1,,http://ufcstats.com/fighter-details/1fcfc3709fe58151
Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0,,http://ufcstats.com/fighter-details/d468288756ae3982
Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0,,http://ufcstats.com/fighter-details/d1152823307d7e7c
Axel,Sola,,"6' 0""",155 lbs.,"74""",Southpaw,12,1,1,,http://ufcstats.com/fighter-details/1d2d98ddd05b38fb
Alexander,Soldatkin,,"6' 2""",250 lbs.,"75.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/f1451d605bad178e
Joe,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,6,0,,http://ufcstats.com/fighter-details/af65aa688d13eedf
Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0,,http://ufcstats.com/fighter-details/324c7a749128df8d
Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0,,http://ufcstats.com/fighter-details/83b743fedde154fb
Paul,Song,,--,185 lbs.,--,,2,2,0,,http://ufcstats.com/fighter-details/9775eabcb1be1a00
Song,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,22,9,0,,http://ufcstats.com/fighter-details/32490e80ddab1e5a
Song,Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,22,9,1,,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
YoungJae,Song,Super Rookie,"5' 7""",145 lbs.,"70.0""",Orthodox,6,1,1,,http://ufcstats.com/fighter-details/0efb0d4ebb950fcb
Hyeonjong,Song,,--,135 lbs.,--,,8,1,0,,http://ufcstats.com/fighter-details/c5dc1bf9b78f262c
Emrah,Sonmez,Anatolian Wolf,"5' 10""",145 lbs.,"71.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/fe759b24e344d7eb
Chael,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1,,http://ufcstats.com/fighter-details/48d1f690b763934c
Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,,http://ufcstats.com/fighter-details/3324129f3745b300
Jin,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/7c9c6a884be167fe
Benardo,Sopaj,Lion King,"5' 6""",135 lbs.,"66.0""",Orthodox,13,3,0,,http://ufcstats.com/fighter-details/b6c37948cb226e8c
Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0,,http://ufcstats.com/fighter-details/4c9b84d559822830
Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0,,http://ufcstats.com/fighter-details/bd5403efbaa445c0
Punahele,Soriano,Puna,"5' 11""",170 lbs.,"72""",Southpaw,13,4,0,,http://ufcstats.com/fighter-details/64facb6cc564262d
Hecher,Sosa,Guanche Warrior,"5' 9""",135 lbs.,"70.0""",Orthodox,15,1,0,,http://ufcstats.com/fighter-details/ec3bd30378d63dd1
Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,,http://ufcstats.com/fighter-details/85ff1b9471d35238
Ben,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0,,http://ufcstats.com/fighter-details/326f94d6cfb1bf25
Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,,http://ufcstats.com/fighter-details/59583ff832fe9d68
George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0,,http://ufcstats.com/fighter-details/896c322f56b8be5a
Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/9c669abd35b2522f
Alex,Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8,3,1,,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d
Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,,http://ufcstats.com/fighter-details/a4e85a58fbce64b2
Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0,,http://ufcstats.com/fighter-details/cac3aaa66c20bee1
Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0,,http://ufcstats.com/fighter-details/d0e50a3d1b250708
Mario,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0,,http://ufcstats.com/fighter-details/72782745eb47161a
Manoel,Sousa,Manumito,"5' 9""",155 lbs.,"70.0""",Orthodox,14,1,0,,http://ufcstats.com/fighter-details/5870c541798124ae
Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7
Jacare,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0,,http://ufcstats.com/fighter-details/7a703c565ccaa18f
Edimilson,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/6c7020b859c7a3ce
Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Bruno,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0,,http://ufcstats.com/fighter-details/0e5c4e72237461bb
Ketlen,Souza,Esquentadinha,"5' 3""",115 lbs.,"63.0""",Orthodox,16,6,0,,http://ufcstats.com/fighter-details/8bd4200561c77a62
Heraldo,Souza,Savage,"5' 11""",185 lbs.,"73.0""",Orthodox,9,2,1,,http://ufcstats.com/fighter-details/22b43be04d7454d0
Charon,Spain,,"5' 9""",155 lbs.,--,,14,26,0,,http://ufcstats.com/fighter-details/c278e8843b8abfec
Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/411d012af19ecb59
Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0,,http://ufcstats.com/fighter-details/b9eb5b4ed07d1525
Ryan,Spann,Superman,"6' 5""",264 lbs.,"79""",Orthodox,24,11,0,,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0,,http://ufcstats.com/fighter-details/743fd9080892501d
Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0,,http://ufcstats.com/fighter-details/1411c630ba711b64
Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0,,http://ufcstats.com/fighter-details/ae4650eb56ab6a11
Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/ab850a77a0fa487d
Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/39d91e95949de3d9
Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0,,http://ufcstats.com/fighter-details/221b2a3070c7ce3e
Nick,Sperling,,--,135 lbs.,--,,3,4,0,,http://ufcstats.com/fighter-details/7d68f3bec89e08ec
Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0,,http://ufcstats.com/fighter-details/5f2197acaba7d5ef
Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/b9664eae2ac75262
Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1,,http://ufcstats.com/fighter-details/71caa995674203aa
Daniel,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0,,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,18,6,0,,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0,,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0,,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0,,http://ufcstats.com/fighter-details/37cc294027f55e4d
Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0,,http://ufcstats.com/fighter-details/6506c1d34da9c013
Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0,,http://ufcstats.com/fighter-details/6436029b50a9c255
Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0,,http://ufcstats.com/fighter-details/69a400af4420cd6a
Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0,,http://ufcstats.com/fighter-details/6dd758d34da8d254
Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,8,1,,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0,,http://ufcstats.com/fighter-details/175852708cb55776
Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0,,http://ufcstats.com/fighter-details/30ea504870f8597b
Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0,,http://ufcstats.com/fighter-details/289a57039d742bfe
Lucas,Stark,,--,155 lbs.,--,,1,5,0,,http://ufcstats.com/fighter-details/93e4754d0984c82f
Clifford,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0,,http://ufcstats.com/fighter-details/5abf827d62f98fee
Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1,,http://ufcstats.com/fighter-details/c8136ab8aa32c974
Laureano,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0,,http://ufcstats.com/fighter-details/42a7e90605df3c8a
Adam,Steele,,--,170 lbs.,--,,0,1,0,,http://ufcstats.com/fighter-details/16044bd8762cf794
Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0,,http://ufcstats.com/fighter-details/68c11c27d4d56572
Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0,,http://ufcstats.com/fighter-details/09a6ed4ee97a5606
Kody,Steele,,"5' 9""",155 lbs.,"71.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/aebaa8cec15b083d
Eric,Steenberg,,--,155 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/377bc9dc0b2745f9
Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/0b5b6876c2a4723f
Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0,,http://ufcstats.com/fighter-details/6000b5ae6c462142
Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/738acab0c6934dd8
Jeremy,Stephens,Lil' Heathen,"5' 9""",155 lbs.,"71.0""",Orthodox,29,23,0,,http://ufcstats.com/fighter-details/18968f97ad34f15c
Aljamain,Sterling,Funk Master,"5' 7""",145 lbs.,"71.0""",Orthodox,26,5,0,,http://ufcstats.com/fighter-details/cb696ebfb6598724
Marc,Stevens,,"5' 9""",155 lbs.,--,,21,10,0,,http://ufcstats.com/fighter-details/310c4d4b2b32796b
Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0,,http://ufcstats.com/fighter-details/79899ecf62020f6d
Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0,,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
